product,animal,time_of_day,storage,days_since,density,fat,snf,size,condition,type,purity,moisture,name,ripeness,color,quantity,freshness,grade
milk,goat,evening,room,1,1.032,4.5,8.0,,,,,,,,,85.0,,C
milk,goat,morning,refrigerated,1,1.032,4.5,8.0,,,,,,,,,85.0,,C
honey,,,room,127,0.0,0.0,0.0,,,dark,80,20,,,,87.3,,C
eggs,,,room,12,0.0,0.0,0.0,small,dirty,,,,,,,16.0,,C
fruits,,,room,6,0.0,0.0,0.0,large,,,,,kiwi,soft,red,33.0,40.0,C
honey,,,refrigerated,115,0.0,0.0,0.0,,,dark,80,20,,,,88.5,,C
vegetables,,,room,5,0.0,0.0,0.0,large,,,,,tomato,hard,red,45.0,50.0,B
milk,buffalo,morning,refrigerated,6,1.04,6.5,9.0,,,,,,,,,10.0,,C
vegetables,,,room,7,0.0,0.0,0.0,medium,,,,,spinach,soft,yellow,35.0,30.0,C
vegetables,,,room,1,0.0,0.0,0.0,small,,,,,tomato,medium,green,1.0,90.0,A
vegetables,,,room,5,0.0,0.0,0.0,large,,,,,tomato,medium,red,18.0,50.0,B
milk,buffalo,evening,refrigerated,4,1.04,6.5,9.0,,,,,,,,,40.0,,C
vegetables,,,room,4,0.0,0.0,0.0,large,,,,,cauliflower,medium,red,24.0,60.0,B
milk,cow,evening,room,0,1.03,3.5,8.5,,,,,,,,,100.0,,C
fruits,,,room,6,0.0,0.0,0.0,large,,,,,banana,soft,yellow,31.0,40.0,C
honey,,,room,161,0.0,0.0,0.0,,,light,85,17,,,,83.9,,C
fruits,,,refrigerated,5,0.0,0.0,0.0,medium,,,,,strawberry,medium,green,30.0,50.0,B
fruits,,,refrigerated,3,0.0,0.0,0.0,large,,,,,orange,soft,green,8.0,70.0,B
milk,buffalo,evening,room,4,1.04,6.5,9.0,,,,,,,,,40.0,,C
fruits,,,room,6,0.0,0.0,0.0,medium,,,,,blueberry,medium,red,8.0,40.0,C
milk,cow,morning,room,7,1.03,3.5,8.5,,,,,,,,,0.0,,C
milk,buffalo,morning,refrigerated,2,1.04,6.5,9.0,,,,,,,,,70.0,,C
honey,,,refrigerated,140,0.0,0.0,0.0,,,dark,80,20,,,,86.0,,C
honey,,,room,115,0.0,0.0,0.0,,,dark,80,20,,,,88.5,,C
milk,buffalo,morning,room,0,1.04,6.5,9.0,,,,,,,,,100.0,,C
vegetables,,,refrigerated,2,0.0,0.0,0.0,small,,,,,zucchini,soft,green,17.0,80.0,A
eggs,,,room,13,0.0,0.0,0.0,medium,dirty,,,,,,,9.0,,C
honey,,,refrigerated,284,0.0,0.0,0.0,,,light,85,17,,,,71.6,,C
honey,,,room,304,0.0,0.0,0.0,,,dark,80,20,,,,69.6,,C
honey,,,room,298,0.0,0.0,0.0,,,light,85,17,,,,70.2,,C
eggs,,,room,1,0.0,0.0,0.0,small,dirty,,,,,,,93.0,,C
vegetables,,,room,1,0.0,0.0,0.0,medium,,,,,beetroot,medium,green,19.0,90.0,A
vegetables,,,refrigerated,6,0.0,0.0,0.0,small,,,,,onion,hard,red,36.0,40.0,C
honey,,,room,21,0.0,0.0,0.0,,,light,85,17,,,,97.9,,C
fruits,,,refrigerated,4,0.0,0.0,0.0,medium,,,,,watermelon,medium,green,31.0,60.0,B
milk,cow,morning,refrigerated,4,1.03,3.5,8.5,,,,,,,,,40.0,,C
honey,,,refrigerated,136,0.0,0.0,0.0,,,light,85,17,,,,86.4,,C
honey,,,refrigerated,327,0.0,0.0,0.0,,,light,85,17,,,,67.3,,C
fruits,,,refrigerated,0,0.0,0.0,0.0,medium,,,,,apple,medium,yellow,27.0,100.0,A
vegetables,,,refrigerated,5,0.0,0.0,0.0,large,,,,,cucumber,medium,red,5.0,50.0,B
eggs,,,room,12,0.0,0.0,0.0,medium,dirty,,,,,,,16.0,,C
milk,buffalo,morning,refrigerated,1,1.04,6.5,9.0,,,,,,,,,85.0,,C
vegetables,,,refrigerated,7,0.0,0.0,0.0,medium,,,,,beetroot,medium,yellow,28.0,30.0,C
vegetables,,,room,6,0.0,0.0,0.0,small,,,,,onion,medium,yellow,35.0,40.0,C
milk,goat,morning,room,5,1.032,4.5,8.0,,,,,,,,,25.0,,C
vegetables,,,room,2,0.0,0.0,0.0,large,,,,,cabbage,soft,green,10.0,80.0,A
honey,,,room,102,0.0,0.0,0.0,,,dark,80,20,,,,89.8,,C
honey,,,refrigerated,243,0.0,0.0,0.0,,,light,85,17,,,,75.7,,C
vegetables,,,refrigerated,5,0.0,0.0,0.0,large,,,,,carrot,soft,red,33.0,50.0,B
fruits,,,room,7,0.0,0.0,0.0,medium,,,,,kiwi,medium,red,5.0,30.0,C
honey,,,room,325,0.0,0.0,0.0,,,dark,80,20,,,,67.5,,C
milk,goat,morning,refrigerated,1,1.032,4.5,8.0,,,,,,,,,85.0,,C
vegetables,,,room,7,0.0,0.0,0.0,small,,,,,spinach,hard,red,10.0,30.0,C
milk,buffalo,evening,refrigerated,2,1.04,6.5,9.0,,,,,,,,,70.0,,C
fruits,,,room,5,0.0,0.0,0.0,large,,,,,papaya,hard,red,38.0,50.0,B
honey,,,room,313,0.0,0.0,0.0,,,light,85,17,,,,68.7,,C
milk,goat,evening,refrigerated,1,1.032,4.5,8.0,,,,,,,,,85.0,,C
eggs,,,room,5,0.0,0.0,0.0,small,dirty,,,,,,,65.0,,C
eggs,,,refrigerated,8,0.0,0.0,0.0,large,clean,,,,,,,44.0,,C
honey,,,room,103,0.0,0.0,0.0,,,dark,80,20,,,,89.7,,C
milk,buffalo,evening,refrigerated,6,1.04,6.5,9.0,,,,,,,,,10.0,,C
fruits,,,refrigerated,3,0.0,0.0,0.0,medium,,,,,banana,soft,red,36.0,70.0,B
eggs,,,refrigerated,8,0.0,0.0,0.0,large,clean,,,,,,,44.0,,C
fruits,,,refrigerated,6,0.0,0.0,0.0,medium,,,,,papaya,hard,red,5.0,40.0,C
honey,,,room,174,0.0,0.0,0.0,,,light,85,17,,,,82.6,,C
honey,,,room,197,0.0,0.0,0.0,,,light,85,17,,,,80.3,,C
eggs,,,refrigerated,11,0.0,0.0,0.0,medium,clean,,,,,,,23.0,,C
honey,,,refrigerated,350,0.0,0.0,0.0,,,dark,80,20,,,,65.0,,C
fruits,,,refrigerated,7,0.0,0.0,0.0,large,,,,,mango,hard,yellow,44.0,30.0,C
honey,,,refrigerated,298,0.0,0.0,0.0,,,dark,80,20,,,,70.2,,C
vegetables,,,room,3,0.0,0.0,0.0,medium,,,,,onion,medium,yellow,26.0,70.0,B
milk,cow,morning,room,7,1.03,3.5,8.5,,,,,,,,,0.0,,C
vegetables,,,refrigerated,6,0.0,0.0,0.0,small,,,,,cabbage,hard,green,34.0,40.0,C
fruits,,,refrigerated,0,0.0,0.0,0.0,large,,,,,orange,medium,green,33.0,100.0,A
fruits,,,room,1,0.0,0.0,0.0,small,,,,,orange,soft,green,21.0,90.0,A
eggs,,,room,12,0.0,0.0,0.0,small,clean,,,,,,,16.0,,C
eggs,,,refrigerated,2,0.0,0.0,0.0,medium,clean,,,,,,,86.0,,C
vegetables,,,room,2,0.0,0.0,0.0,large,,,,,zucchini,soft,red,18.0,80.0,A
honey,,,refrigerated,169,0.0,0.0,0.0,,,dark,80,20,,,,83.1,,C
eggs,,,refrigerated,7,0.0,0.0,0.0,medium,dirty,,,,,,,51.0,,C
vegetables,,,refrigerated,0,0.0,0.0,0.0,large,,,,,onion,medium,yellow,35.0,100.0,A
honey,,,room,220,0.0,0.0,0.0,,,dark,80,20,,,,78.0,,C
fruits,,,refrigerated,6,0.0,0.0,0.0,medium,,,,,banana,medium,red,28.0,40.0,C
honey,,,refrigerated,249,0.0,0.0,0.0,,,dark,80,20,,,,75.1,,C
eggs,,,room,9,0.0,0.0,0.0,small,clean,,,,,,,37.0,,C
fruits,,,refrigerated,6,0.0,0.0,0.0,medium,,,,,watermelon,soft,green,7.0,40.0,C
milk,goat,evening,room,1,1.032,4.5,8.0,,,,,,,,,85.0,,C
honey,,,refrigerated,341,0.0,0.0,0.0,,,light,85,17,,,,65.9,,C
milk,buffalo,evening,refrigerated,3,1.04,6.5,9.0,,,,,,,,,55.0,,C
eggs,,,refrigerated,4,0.0,0.0,0.0,medium,clean,,,,,,,72.0,,C
vegetables,,,room,2,0.0,0.0,0.0,small,,,,,cauliflower,hard,green,49.0,80.0,A
honey,,,room,270,0.0,0.0,0.0,,,dark,80,20,,,,73.0,,C
milk,goat,morning,room,5,1.032,4.5,8.0,,,,,,,,,25.0,,C
eggs,,,room,11,0.0,0.0,0.0,large,clean,,,,,,,23.0,,C
milk,cow,evening,room,2,1.03,3.5,8.5,,,,,,,,,70.0,,C
fruits,,,refrigerated,2,0.0,0.0,0.0,large,,,,,watermelon,soft,green,31.0,80.0,A
vegetables,,,refrigerated,3,0.0,0.0,0.0,medium,,,,,potato,soft,red,2.0,70.0,B
eggs,,,refrigerated,12,0.0,0.0,0.0,small,clean,,,,,,,16.0,,C
eggs,,,refrigerated,10,0.0,0.0,0.0,large,dirty,,,,,,,30.0,,C
milk,buffalo,evening,refrigerated,0,1.04,6.5,9.0,,,,,,,,,100.0,,C
milk,goat,morning,refrigerated,0,1.032,4.5,8.0,,,,,,,,,100.0,,C
fruits,,,refrigerated,4,0.0,0.0,0.0,large,,,,,pineapple,medium,green,1.0,60.0,B
eggs,,,room,2,0.0,0.0,0.0,medium,dirty,,,,,,,86.0,,C
eggs,,,room,10,0.0,0.0,0.0,medium,clean,,,,,,,30.0,,C
fruits,,,room,3,0.0,0.0,0.0,medium,,,,,apple,medium,green,2.0,70.0,B
fruits,,,room,6,0.0,0.0,0.0,small,,,,,guava,hard,yellow,20.0,40.0,C
honey,,,refrigerated,48,0.0,0.0,0.0,,,light,85,17,,,,95.2,,C
vegetables,,,room,4,0.0,0.0,0.0,small,,,,,tomato,soft,green,10.0,60.0,B
vegetables,,,refrigerated,3,0.0,0.0,0.0,large,,,,,radish,soft,green,4.0,70.0,B
vegetables,,,refrigerated,2,0.0,0.0,0.0,medium,,,,,broccoli,hard,green,46.0,80.0,A
honey,,,room,329,0.0,0.0,0.0,,,dark,80,20,,,,67.1,,C
eggs,,,room,10,0.0,0.0,0.0,medium,clean,,,,,,,30.0,,C
honey,,,refrigerated,91,0.0,0.0,0.0,,,dark,80,20,,,,90.9,,C
honey,,,refrigerated,275,0.0,0.0,0.0,,,light,85,17,,,,72.5,,C
milk,goat,morning,refrigerated,6,1.032,4.5,8.0,,,,,,,,,10.0,,C
milk,goat,morning,room,7,1.032,4.5,8.0,,,,,,,,,0.0,,C
milk,cow,evening,room,0,1.03,3.5,8.5,,,,,,,,,100.0,,C
milk,cow,morning,refrigerated,7,1.03,3.5,8.5,,,,,,,,,0.0,,C
fruits,,,room,5,0.0,0.0,0.0,medium,,,,,orange,hard,green,24.0,50.0,B
honey,,,room,274,0.0,0.0,0.0,,,light,85,17,,,,72.6,,C
vegetables,,,refrigerated,0,0.0,0.0,0.0,small,,,,,broccoli,hard,red,10.0,100.0,A
milk,buffalo,morning,refrigerated,2,1.04,6.5,9.0,,,,,,,,,70.0,,C
honey,,,refrigerated,56,0.0,0.0,0.0,,,light,85,17,,,,94.4,,C
eggs,,,refrigerated,14,0.0,0.0,0.0,medium,clean,,,,,,,2.0,,C
milk,buffalo,evening,refrigerated,0,1.04,6.5,9.0,,,,,,,,,100.0,,C
vegetables,,,refrigerated,1,0.0,0.0,0.0,medium,,,,,potato,soft,green,42.0,90.0,A
fruits,,,refrigerated,3,0.0,0.0,0.0,medium,,,,,guava,hard,yellow,24.0,70.0,B
vegetables,,,room,7,0.0,0.0,0.0,small,,,,,broccoli,hard,red,21.0,30.0,C
eggs,,,room,6,0.0,0.0,0.0,small,dirty,,,,,,,58.0,,C
eggs,,,room,11,0.0,0.0,0.0,large,clean,,,,,,,23.0,,C
milk,cow,morning,refrigerated,7,1.03,3.5,8.5,,,,,,,,,0.0,,C
milk,buffalo,evening,room,5,1.04,6.5,9.0,,,,,,,,,25.0,,C
fruits,,,room,7,0.0,0.0,0.0,large,,,,,banana,medium,red,7.0,30.0,C
vegetables,,,refrigerated,5,0.0,0.0,0.0,medium,,,,,carrot,medium,red,32.0,50.0,B
milk,buffalo,evening,refrigerated,3,1.04,6.5,9.0,,,,,,,,,55.0,,C
milk,buffalo,evening,refrigerated,3,1.04,6.5,9.0,,,,,,,,,55.0,,C
honey,,,room,240,0.0,0.0,0.0,,,dark,80,20,,,,76.0,,C
fruits,,,refrigerated,5,0.0,0.0,0.0,medium,,,,,watermelon,soft,green,11.0,50.0,B
vegetables,,,room,4,0.0,0.0,0.0,large,,,,,zucchini,medium,yellow,50.0,60.0,B
milk,goat,morning,room,0,1.032,4.5,8.0,,,,,,,,,100.0,,C
eggs,,,room,13,0.0,0.0,0.0,large,dirty,,,,,,,9.0,,C
milk,cow,evening,room,4,1.03,3.5,8.5,,,,,,,,,40.0,,C
vegetables,,,room,7,0.0,0.0,0.0,medium,,,,,potato,soft,yellow,27.0,30.0,C
fruits,,,room,2,0.0,0.0,0.0,medium,,,,,banana,medium,red,42.0,80.0,A
vegetables,,,refrigerated,2,0.0,0.0,0.0,medium,,,,,radish,medium,red,37.0,80.0,A
fruits,,,refrigerated,7,0.0,0.0,0.0,small,,,,,grapes,hard,red,17.0,30.0,C
honey,,,room,102,0.0,0.0,0.0,,,dark,80,20,,,,89.8,,C
vegetables,,,room,3,0.0,0.0,0.0,medium,,,,,zucchini,medium,green,4.0,70.0,B
eggs,,,refrigerated,9,0.0,0.0,0.0,large,dirty,,,,,,,37.0,,C
milk,buffalo,evening,room,3,1.04,6.5,9.0,,,,,,,,,55.0,,C
milk,cow,morning,room,1,1.03,3.5,8.5,,,,,,,,,85.0,,C
vegetables,,,room,3,0.0,0.0,0.0,small,,,,,chilli,soft,green,49.0,70.0,B
fruits,,,room,5,0.0,0.0,0.0,large,,,,,papaya,medium,yellow,1.0,50.0,B
milk,goat,evening,room,0,1.032,4.5,8.0,,,,,,,,,100.0,,C
honey,,,refrigerated,322,0.0,0.0,0.0,,,light,85,17,,,,67.8,,C
eggs,,,room,10,0.0,0.0,0.0,small,clean,,,,,,,30.0,,C
milk,cow,morning,refrigerated,4,1.03,3.5,8.5,,,,,,,,,40.0,,C
honey,,,room,86,0.0,0.0,0.0,,,dark,80,20,,,,91.4,,C
fruits,,,room,6,0.0,0.0,0.0,small,,,,,banana,hard,yellow,50.0,40.0,C
milk,buffalo,morning,refrigerated,3,1.04,6.5,9.0,,,,,,,,,55.0,,C
milk,buffalo,morning,room,1,1.04,6.5,9.0,,,,,,,,,85.0,,C
fruits,,,refrigerated,7,0.0,0.0,0.0,large,,,,,strawberry,medium,red,36.0,30.0,C
milk,goat,evening,refrigerated,1,1.032,4.5,8.0,,,,,,,,,85.0,,C
fruits,,,refrigerated,7,0.0,0.0,0.0,small,,,,,mango,soft,yellow,42.0,30.0,C
eggs,,,refrigerated,5,0.0,0.0,0.0,large,dirty,,,,,,,65.0,,C
vegetables,,,room,0,0.0,0.0,0.0,large,,,,,tomato,hard,green,44.0,100.0,A
milk,goat,evening,refrigerated,2,1.032,4.5,8.0,,,,,,,,,70.0,,C
vegetables,,,room,5,0.0,0.0,0.0,medium,,,,,carrot,soft,green,13.0,50.0,B
vegetables,,,refrigerated,0,0.0,0.0,0.0,large,,,,,onion,soft,yellow,11.0,100.0,A
fruits,,,refrigerated,6,0.0,0.0,0.0,medium,,,,,papaya,hard,yellow,27.0,40.0,C
vegetables,,,room,1,0.0,0.0,0.0,medium,,,,,chilli,soft,green,8.0,90.0,A
milk,cow,morning,room,5,1.03,3.5,8.5,,,,,,,,,25.0,,C
milk,goat,morning,room,2,1.032,4.5,8.0,,,,,,,,,70.0,,C
honey,,,refrigerated,365,0.0,0.0,0.0,,,dark,80,20,,,,63.5,,C
honey,,,refrigerated,141,0.0,0.0,0.0,,,dark,80,20,,,,85.9,,C
vegetables,,,room,7,0.0,0.0,0.0,small,,,,,lettuce,soft,red,18.0,30.0,C
fruits,,,refrigerated,7,0.0,0.0,0.0,large,,,,,guava,hard,red,36.0,30.0,C
honey,,,refrigerated,135,0.0,0.0,0.0,,,dark,80,20,,,,86.5,,C
milk,cow,evening,room,3,1.03,3.5,8.5,,,,,,,,,55.0,,C
fruits,,,refrigerated,4,0.0,0.0,0.0,medium,,,,,pineapple,medium,red,18.0,60.0,B
fruits,,,refrigerated,2,0.0,0.0,0.0,medium,,,,,pear,hard,yellow,48.0,80.0,A
eggs,,,refrigerated,11,0.0,0.0,0.0,small,dirty,,,,,,,23.0,,C
vegetables,,,room,0,0.0,0.0,0.0,medium,,,,,tomato,hard,green,15.0,100.0,A
milk,goat,evening,room,4,1.032,4.5,8.0,,,,,,,,,40.0,,C
milk,goat,evening,room,3,1.032,4.5,8.0,,,,,,,,,55.0,,C
vegetables,,,refrigerated,3,0.0,0.0,0.0,large,,,,,zucchini,soft,green,29.0,70.0,B
eggs,,,room,11,0.0,0.0,0.0,large,clean,,,,,,,23.0,,C
eggs,,,refrigerated,7,0.0,0.0,0.0,large,dirty,,,,,,,51.0,,C
vegetables,,,room,0,0.0,0.0,0.0,large,,,,,cauliflower,medium,yellow,6.0,100.0,A
fruits,,,refrigerated,5,0.0,0.0,0.0,large,,,,,watermelon,medium,red,43.0,50.0,B
milk,cow,morning,refrigerated,7,1.03,3.5,8.5,,,,,,,,,0.0,,C
milk,cow,evening,refrigerated,5,1.03,3.5,8.5,,,,,,,,,25.0,,C
eggs,,,room,1,0.0,0.0,0.0,medium,dirty,,,,,,,93.0,,C
honey,,,refrigerated,66,0.0,0.0,0.0,,,dark,80,20,,,,93.4,,C
milk,goat,evening,room,7,1.032,4.5,8.0,,,,,,,,,0.0,,C
honey,,,refrigerated,28,0.0,0.0,0.0,,,light,85,17,,,,97.2,,C
fruits,,,room,5,0.0,0.0,0.0,large,,,,,mango,soft,red,27.0,50.0,B
fruits,,,refrigerated,5,0.0,0.0,0.0,small,,,,,papaya,hard,green,16.0,50.0,B
eggs,,,refrigerated,13,0.0,0.0,0.0,medium,dirty,,,,,,,9.0,,C
vegetables,,,refrigerated,7,0.0,0.0,0.0,medium,,,,,cauliflower,medium,red,34.0,30.0,C
milk,goat,morning,refrigerated,2,1.032,4.5,8.0,,,,,,,,,70.0,,C
milk,goat,evening,room,2,1.032,4.5,8.0,,,,,,,,,70.0,,C
eggs,,,room,14,0.0,0.0,0.0,large,clean,,,,,,,2.0,,C
honey,,,refrigerated,188,0.0,0.0,0.0,,,light,85,17,,,,81.2,,C
milk,goat,evening,room,2,1.032,4.5,8.0,,,,,,,,,70.0,,C
vegetables,,,refrigerated,1,0.0,0.0,0.0,medium,,,,,carrot,medium,green,45.0,90.0,A
fruits,,,refrigerated,1,0.0,0.0,0.0,small,,,,,orange,medium,red,5.0,90.0,A
vegetables,,,room,1,0.0,0.0,0.0,large,,,,,onion,soft,yellow,43.0,90.0,A
eggs,,,refrigerated,0,0.0,0.0,0.0,large,clean,,,,,,,100.0,,C
eggs,,,room,1,0.0,0.0,0.0,medium,dirty,,,,,,,93.0,,C
vegetables,,,room,3,0.0,0.0,0.0,small,,,,,chilli,soft,red,14.0,70.0,B
vegetables,,,refrigerated,2,0.0,0.0,0.0,large,,,,,potato,medium,yellow,21.0,80.0,A
eggs,,,room,12,0.0,0.0,0.0,large,clean,,,,,,,16.0,,C
honey,,,room,168,0.0,0.0,0.0,,,light,85,17,,,,83.2,,C
honey,,,room,185,0.0,0.0,0.0,,,dark,80,20,,,,81.5,,C
fruits,,,refrigerated,2,0.0,0.0,0.0,large,,,,,pineapple,soft,red,50.0,80.0,A
honey,,,room,357,0.0,0.0,0.0,,,light,85,17,,,,64.3,,C
milk,goat,morning,room,2,1.032,4.5,8.0,,,,,,,,,70.0,,C
fruits,,,room,5,0.0,0.0,0.0,medium,,,,,kiwi,hard,green,24.0,50.0,B
fruits,,,refrigerated,1,0.0,0.0,0.0,large,,,,,grapes,hard,yellow,21.0,90.0,A
eggs,,,refrigerated,14,0.0,0.0,0.0,large,clean,,,,,,,2.0,,C
vegetables,,,refrigerated,5,0.0,0.0,0.0,large,,,,,potato,hard,red,8.0,50.0,B
vegetables,,,room,3,0.0,0.0,0.0,large,,,,,carrot,hard,yellow,18.0,70.0,B
eggs,,,room,1,0.0,0.0,0.0,large,dirty,,,,,,,93.0,,C
eggs,,,room,4,0.0,0.0,0.0,large,clean,,,,,,,72.0,,C
milk,cow,evening,room,3,1.03,3.5,8.5,,,,,,,,,55.0,,C
honey,,,refrigerated,233,0.0,0.0,0.0,,,dark,80,20,,,,76.7,,C
honey,,,room,153,0.0,0.0,0.0,,,light,85,17,,,,84.7,,C
honey,,,room,280,0.0,0.0,0.0,,,dark,80,20,,,,72.0,,C
honey,,,refrigerated,278,0.0,0.0,0.0,,,dark,80,20,,,,72.2,,C
vegetables,,,room,6,0.0,0.0,0.0,large,,,,,zucchini,medium,yellow,24.0,40.0,C
fruits,,,room,3,0.0,0.0,0.0,small,,,,,mango,soft,green,38.0,70.0,B
honey,,,room,354,0.0,0.0,0.0,,,dark,80,20,,,,64.6,,C
vegetables,,,room,3,0.0,0.0,0.0,large,,,,,spinach,soft,yellow,5.0,70.0,B
vegetables,,,room,6,0.0,0.0,0.0,large,,,,,pepper,hard,yellow,42.0,40.0,C
eggs,,,refrigerated,7,0.0,0.0,0.0,large,dirty,,,,,,,51.0,,C
honey,,,room,9,0.0,0.0,0.0,,,light,85,17,,,,99.1,,C
vegetables,,,refrigerated,0,0.0,0.0,0.0,large,,,,,broccoli,hard,yellow,20.0,100.0,A
eggs,,,refrigerated,7,0.0,0.0,0.0,small,dirty,,,,,,,51.0,,C
milk,buffalo,evening,room,2,1.04,6.5,9.0,,,,,,,,,70.0,,C
eggs,,,room,0,0.0,0.0,0.0,large,dirty,,,,,,,100.0,,C
eggs,,,refrigerated,13,0.0,0.0,0.0,large,clean,,,,,,,9.0,,C
fruits,,,room,0,0.0,0.0,0.0,medium,,,,,strawberry,medium,yellow,48.0,100.0,A
milk,buffalo,morning,room,5,1.04,6.5,9.0,,,,,,,,,25.0,,C
milk,cow,morning,refrigerated,2,1.03,3.5,8.5,,,,,,,,,70.0,,C
vegetables,,,refrigerated,5,0.0,0.0,0.0,medium,,,,,beetroot,medium,green,34.0,50.0,B
milk,cow,evening,room,3,1.03,3.5,8.5,,,,,,,,,55.0,,C
eggs,,,refrigerated,1,0.0,0.0,0.0,small,dirty,,,,,,,93.0,,C
fruits,,,refrigerated,7,0.0,0.0,0.0,large,,,,,watermelon,medium,green,48.0,30.0,C
honey,,,refrigerated,284,0.0,0.0,0.0,,,dark,80,20,,,,71.6,,C
honey,,,room,244,0.0,0.0,0.0,,,dark,80,20,,,,75.6,,C
vegetables,,,room,0,0.0,0.0,0.0,large,,,,,cauliflower,medium,yellow,30.0,100.0,A
milk,cow,morning,refrigerated,1,1.03,3.5,8.5,,,,,,,,,85.0,,C
fruits,,,refrigerated,5,0.0,0.0,0.0,large,,,,,blueberry,soft,red,37.0,50.0,B
honey,,,refrigerated,279,0.0,0.0,0.0,,,light,85,17,,,,72.1,,C
fruits,,,refrigerated,4,0.0,0.0,0.0,medium,,,,,strawberry,soft,yellow,29.0,60.0,B
milk,buffalo,evening,room,2,1.04,6.5,9.0,,,,,,,,,70.0,,C
milk,goat,morning,room,5,1.032,4.5,8.0,,,,,,,,,25.0,,C
honey,,,room,162,0.0,0.0,0.0,,,dark,80,20,,,,83.8,,C
honey,,,refrigerated,94,0.0,0.0,0.0,,,light,85,17,,,,90.6,,C
eggs,,,refrigerated,1,0.0,0.0,0.0,small,clean,,,,,,,93.0,,C
fruits,,,refrigerated,0,0.0,0.0,0.0,medium,,,,,watermelon,hard,yellow,13.0,100.0,A
eggs,,,room,1,0.0,0.0,0.0,medium,clean,,,,,,,93.0,,C
eggs,,,room,9,0.0,0.0,0.0,large,dirty,,,,,,,37.0,,C
fruits,,,refrigerated,5,0.0,0.0,0.0,medium,,,,,kiwi,medium,yellow,17.0,50.0,B
vegetables,,,room,3,0.0,0.0,0.0,small,,,,,spinach,medium,yellow,20.0,70.0,B
vegetables,,,room,3,0.0,0.0,0.0,large,,,,,broccoli,soft,red,14.0,70.0,B
vegetables,,,refrigerated,6,0.0,0.0,0.0,medium,,,,,carrot,soft,yellow,19.0,40.0,C
milk,goat,evening,refrigerated,0,1.032,4.5,8.0,,,,,,,,,100.0,,C
vegetables,,,refrigerated,5,0.0,0.0,0.0,large,,,,,cucumber,soft,red,14.0,50.0,B
fruits,,,refrigerated,7,0.0,0.0,0.0,medium,,,,,mango,medium,red,1.0,30.0,C
vegetables,,,room,0,0.0,0.0,0.0,small,,,,,cucumber,hard,green,13.0,100.0,A
eggs,,,refrigerated,11,0.0,0.0,0.0,small,clean,,,,,,,23.0,,C
eggs,,,refrigerated,9,0.0,0.0,0.0,small,dirty,,,,,,,37.0,,C
milk,buffalo,morning,refrigerated,0,1.04,6.5,9.0,,,,,,,,,100.0,,C
milk,goat,morning,room,7,1.032,4.5,8.0,,,,,,,,,0.0,,C
eggs,,,refrigerated,0,0.0,0.0,0.0,medium,dirty,,,,,,,100.0,,C
milk,buffalo,morning,room,3,1.04,6.5,9.0,,,,,,,,,55.0,,C
milk,buffalo,morning,room,0,1.04,6.5,9.0,,,,,,,,,100.0,,C
milk,cow,evening,room,2,1.03,3.5,8.5,,,,,,,,,70.0,,C
vegetables,,,refrigerated,7,0.0,0.0,0.0,small,,,,,zucchini,soft,red,28.0,30.0,C
eggs,,,room,8,0.0,0.0,0.0,large,clean,,,,,,,44.0,,C
vegetables,,,room,7,0.0,0.0,0.0,small,,,,,cucumber,medium,red,15.0,30.0,C
honey,,,room,207,0.0,0.0,0.0,,,light,85,17,,,,79.3,,C
milk,buffalo,evening,refrigerated,2,1.04,6.5,9.0,,,,,,,,,70.0,,C
honey,,,room,48,0.0,0.0,0.0,,,light,85,17,,,,95.2,,C
honey,,,room,283,0.0,0.0,0.0,,,light,85,17,,,,71.7,,C
vegetables,,,room,6,0.0,0.0,0.0,medium,,,,,lettuce,medium,red,10.0,40.0,C
fruits,,,refrigerated,2,0.0,0.0,0.0,medium,,,,,pineapple,soft,yellow,13.0,80.0,A
milk,buffalo,evening,refrigerated,4,1.04,6.5,9.0,,,,,,,,,40.0,,C
honey,,,refrigerated,131,0.0,0.0,0.0,,,light,85,17,,,,86.9,,C
vegetables,,,room,0,0.0,0.0,0.0,large,,,,,onion,hard,green,1.0,100.0,A
vegetables,,,refrigerated,4,0.0,0.0,0.0,large,,,,,tomato,soft,green,3.0,60.0,B
vegetables,,,refrigerated,1,0.0,0.0,0.0,large,,,,,zucchini,medium,red,26.0,90.0,A
vegetables,,,refrigerated,1,0.0,0.0,0.0,small,,,,,spinach,soft,green,44.0,90.0,A
milk,goat,morning,room,7,1.032,4.5,8.0,,,,,,,,,0.0,,C
eggs,,,refrigerated,14,0.0,0.0,0.0,medium,dirty,,,,,,,2.0,,C
milk,goat,evening,room,7,1.032,4.5,8.0,,,,,,,,,0.0,,C
fruits,,,refrigerated,7,0.0,0.0,0.0,small,,,,,strawberry,medium,yellow,12.0,30.0,C
eggs,,,refrigerated,2,0.0,0.0,0.0,small,dirty,,,,,,,86.0,,C
fruits,,,room,1,0.0,0.0,0.0,large,,,,,papaya,medium,red,11.0,90.0,A
eggs,,,refrigerated,1,0.0,0.0,0.0,medium,clean,,,,,,,93.0,,C
vegetables,,,refrigerated,3,0.0,0.0,0.0,small,,,,,cabbage,medium,red,8.0,70.0,B
fruits,,,room,3,0.0,0.0,0.0,small,,,,,guava,soft,red,38.0,70.0,B
eggs,,,refrigerated,0,0.0,0.0,0.0,small,dirty,,,,,,,100.0,,C
